ai_budget_percentage,revenue_growth_percent,industry,company_size,region,ai_adoption_stage
9.05,14.51,Technology,SME,Asia,pilot
7.86,5.21,Education,SME,Europe,pilot
7.62,3.69,Manufacturing,Startup,North America,partial
5.5,6.89,Consulting,SME,Europe,partial
9.26,-2.97,Retail,Enterprise,Asia,partial
4.4,2.45,Finance,Startup,South America,none
15.49,-1.14,Finance,SME,Europe,partial
8.99,3.96,Healthcare,Startup,North America,pilot
5.92,-0.1,Technology,SME,Africa,pilot
17.63,5.72,Education,SME,Asia,partial
7.53,0.68,Finance,SME,Africa,partial
6.48,9.23,Manufacturing,Startup,Asia,partial
7.64,5.45,Consulting,SME,South America,pilot
8.5,7.93,Technology,Startup,Europe,pilot
3.95,3.38,Agriculture,SME,North America,pilot
4.59,-5.0,Retail,SME,Europe,pilot
10.31,5.53,Agriculture,Startup,Europe,partial
6.43,-5.0,Education,SME,Africa,pilot
7.79,3.51,Consulting,SME,Asia,partial
8.79,-0.71,Technology,Startup,Europe,pilot
8.76,-5.0,Manufacturing,Startup,South America,pilot
6.46,-4.03,Agriculture,SME,Europe,pilot
11.66,12.47,Finance,Enterprise,Asia,partial
6.38,1.88,Healthcare,Startup,Africa,partial
8.9,16.74,Logistics,SME,Europe,partial
13.71,3.67,Technology,Enterprise,South America,partial
12.64,6.67,Finance,Startup,Asia,full
9.43,11.43,Consulting,Enterprise,Africa,pilot
9.1,0.73,Finance,SME,Asia,pilot
9.73,8.86,Healthcare,SME,Oceania,pilot
6.27,-1.71,Consulting,SME,Asia,pilot
8.76,1.97,Healthcare,SME,Oceania,pilot
11.76,7.72,Finance,SME,Asia,partial
5.58,6.13,Retail,SME,South America,none
15.35,13.61,Logistics,Enterprise,Asia,partial
11.7,3.95,Healthcare,SME,Africa,partial
6.27,3.01,Consulting,SME,Asia,pilot
10.55,1.97,Finance,SME,Asia,partial
10.73,3.1,Consulting,Enterprise,South America,partial
3.65,-0.45,Healthcare,Startup,Asia,pilot
5.19,7.12,Retail,SME,Asia,pilot
9.84,5.84,Finance,Startup,Asia,partial
6.11,2.32,Education,SME,Asia,pilot
9.63,0.7,Healthcare,Startup,Europe,partial
9.74,0.2,Logistics,Startup,Europe,pilot
20.1,10.16,Technology,SME,North America,partial
6.57,5.45,Healthcare,Startup,Asia,pilot
16.64,13.65,Technology,SME,South America,partial
9.64,2.73,Finance,Startup,Europe,partial
14.3,0.43,Retail,Startup,North America,partial
9.18,14.15,Healthcare,Enterprise,Europe,pilot
9.42,1.23,Agriculture,SME,South America,partial
12.64,8.28,Agriculture,Enterprise,South America,partial
11.87,6.18,Manufacturing,SME,Europe,partial
13.52,12.75,Consulting,Enterprise,Europe,partial
14.46,5.41,Consulting,SME,Asia,partial
7.35,2.11,Agriculture,SME,Asia,pilot
17.44,10.49,Finance,Enterprise,South America,partial
11.29,15.25,Manufacturing,Enterprise,Oceania,partial
7.89,4.98,Technology,SME,North America,partial
4.52,-2.56,Technology,Startup,Africa,pilot
11.77,8.24,Finance,Enterprise,Africa,partial
11.11,7.01,Manufacturing,SME,Europe,partial
4.81,4.31,Retail,SME,Asia,pilot
10.5,2.36,Agriculture,Enterprise,North America,pilot
4.26,4.44,Agriculture,SME,Africa,pilot
6.98,11.99,Healthcare,Startup,Asia,partial
7.66,4.84,Agriculture,Startup,Europe,pilot
6.9,-2.3,Healthcare,SME,Asia,pilot
10.85,1.89,Finance,SME,Europe,pilot
3.4,4.72,Agriculture,Startup,Asia,pilot
13.13,4.67,Finance,SME,North America,partial
9.13,-3.09,Manufacturing,SME,Africa,pilot
6.24,4.1,Agriculture,SME,Africa,pilot
8.11,2.69,Healthcare,SME,Europe,pilot
3.59,-0.98,Education,SME,Europe,none
15.19,1.57,Finance,SME,Europe,partial
12.47,10.64,Finance,SME,Asia,partial
8.49,-2.05,Healthcare,Startup,Africa,pilot
10.18,8.05,Agriculture,Startup,Europe,partial
11.26,9.02,Retail,Enterprise,Europe,partial
14.62,11.94,Technology,Enterprise,Africa,partial
13.28,7.01,Education,Startup,Europe,partial
5.54,-2.68,Retail,Enterprise,Europe,pilot
13.23,4.31,Technology,SME,Asia,partial
5.36,4.76,Healthcare,SME,Asia,pilot
3.72,-2.93,Retail,SME,Europe,pilot
6.53,7.41,Agriculture,Startup,South America,pilot
6.0,2.65,Healthcare,Startup,Europe,partial
12.0,2.53,Agriculture,Startup,South America,partial
12.39,12.11,Technology,Enterprise,Asia,partial
9.53,13.7,Retail,Startup,Europe,partial
9.43,-1.54,Consulting,SME,Asia,pilot
9.15,12.68,Education,Startup,Oceania,partial
9.93,13.31,Education,SME,Asia,partial
8.37,5.31,Finance,Startup,Europe,pilot
6.17,-3.9,Education,Startup,Europe,pilot
18.95,5.13,Technology,Enterprise,Asia,partial
10.85,12.66,Agriculture,Startup,Europe,partial
14.33,4.68,Healthcare,Enterprise,Asia,partial
10.85,6.11,Technology,Startup,Oceania,pilot
18.05,0.23,Technology,Enterprise,North America,partial
12.67,-4.68,Finance,SME,Europe,partial
8.62,1.34,Education,SME,Europe,pilot
2.23,-0.61,Finance,Startup,South America,pilot
11.97,7.39,Healthcare,SME,South America,partial
7.62,-3.7,Education,Startup,Oceania,pilot
12.26,8.38,Retail,Startup,Oceania,partial
9.53,-3.24,Retail,Startup,Asia,pilot
2.03,4.61,Retail,Startup,Europe,none
5.31,1.94,Manufacturing,Startup,Africa,pilot
8.8,0.37,Finance,SME,Asia,pilot
13.2,13.84,Technology,SME,South America,partial
5.56,-0.47,Retail,SME,Africa,none
8.84,11.0,Retail,Startup,Europe,partial
8.74,5.94,Agriculture,Enterprise,Africa,partial
10.04,11.01,Agriculture,SME,South America,pilot
10.67,4.13,Agriculture,Startup,Europe,pilot
9.22,1.36,Technology,SME,Asia,pilot
3.55,8.73,Consulting,SME,Europe,pilot
0.79,-0.16,Healthcare,Startup,South America,pilot
10.94,9.2,Finance,Enterprise,Asia,pilot
8.96,9.53,Education,Enterprise,Europe,partial
1.99,-0.13,Healthcare,Startup,Africa,pilot
11.72,6.62,Technology,Startup,Europe,partial
7.88,2.11,Education,Startup,South America,partial
6.25,8.46,Technology,Enterprise,Asia,pilot
7.13,-1.95,Education,Startup,Asia,pilot
6.14,-1.68,Agriculture,SME,Oceania,pilot
15.6,-0.4,Technology,SME,North America,partial
7.83,-2.17,Technology,SME,Europe,pilot
7.2,2.1,Finance,Enterprise,Europe,pilot
7.96,-3.3,Finance,SME,Asia,pilot
12.87,3.64,Logistics,Enterprise,Asia,partial
8.25,-2.89,Manufacturing,Startup,Oceania,pilot
15.86,10.16,Finance,Enterprise,Europe,partial
8.74,-5.0,Finance,SME,Asia,partial
9.34,7.66,Technology,SME,Africa,pilot
9.72,-5.0,Technology,SME,Asia,pilot
3.57,-4.23,Finance,SME,Asia,pilot
9.73,-5.0,Technology,SME,Asia,partial
9.7,-5.0,Technology,SME,Asia,pilot
12.31,12.86,Consulting,Enterprise,Europe,partial
16.54,5.74,Retail,Enterprise,Asia,partial
15.55,18.03,Retail,Startup,Asia,partial
7.36,11.15,Technology,SME,Africa,pilot
9.0,3.51,Technology,Startup,Europe,pilot
13.53,2.33,Education,SME,Asia,partial
9.2,-3.94,Finance,SME,South America,partial
12.68,8.22,Manufacturing,Enterprise,Africa,partial
18.4,8.64,Technology,Enterprise,South America,partial
11.81,3.23,Technology,Startup,Oceania,partial
9.34,7.38,Retail,SME,Africa,pilot
9.9,0.67,Consulting,SME,Africa,pilot
11.01,11.16,Finance,Startup,Asia,partial
15.59,1.75,Logistics,SME,Europe,partial
5.78,-5.0,Finance,Enterprise,Africa,pilot
15.32,8.65,Manufacturing,Enterprise,Africa,partial
4.36,1.23,Manufacturing,Startup,Europe,pilot
5.04,7.58,Logistics,Startup,Europe,pilot
6.53,6.67,Agriculture,SME,Europe,partial
1.08,0.54,Retail,SME,Asia,none
2.96,13.28,Manufacturing,SME,Europe,pilot
10.38,3.71,Education,SME,North America,partial
8.54,2.88,Technology,SME,Oceania,pilot
13.0,11.23,Technology,Enterprise,Asia,partial
7.89,7.14,Technology,SME,Africa,partial
11.36,-0.58,Education,Startup,Asia,partial
13.07,5.91,Agriculture,Startup,Europe,partial
9.47,-3.79,Retail,SME,South America,partial
12.48,-2.47,Technology,Enterprise,North America,partial
8.84,5.22,Education,SME,Europe,partial
15.88,4.44,Logistics,Enterprise,Europe,partial
9.93,17.7,Consulting,SME,Africa,partial
4.37,6.26,Logistics,SME,Asia,partial
5.62,-3.61,Education,Startup,Europe,pilot
8.44,7.51,Education,SME,Europe,pilot
7.46,2.56,Finance,Enterprise,Europe,partial
13.42,7.78,Logistics,Enterprise,Asia,partial
6.59,1.54,Healthcare,SME,Africa,partial
14.65,2.52,Technology,Startup,South America,partial
11.93,10.27,Technology,Enterprise,Europe,partial
4.97,5.16,Agriculture,Startup,Asia,pilot
6.38,-3.75,Retail,Startup,North America,partial
10.17,7.27,Consulting,SME,Europe,partial
9.09,6.13,Finance,SME,Europe,pilot
7.02,2.32,Manufacturing,SME,South America,pilot
4.33,5.43,Agriculture,Enterprise,South America,partial
7.79,5.38,Education,Startup,South America,pilot
10.4,4.13,Education,SME,Europe,pilot
5.18,4.91,Manufacturing,Startup,North America,pilot
8.08,-0.94,Manufacturing,SME,Asia,pilot
9.74,11.81,Consulting,Startup,Asia,partial
9.88,-1.21,Technology,SME,Asia,pilot
11.59,1.63,Consulting,Enterprise,Asia,pilot
13.28,9.69,Manufacturing,Startup,Asia,partial
9.41,-3.32,Technology,Startup,Asia,pilot
7.12,2.67,Technology,Startup,Asia,pilot
7.3,6.95,Education,SME,Africa,pilot
8.28,5.06,Manufacturing,Startup,Asia,pilot
8.38,1.71,Finance,SME,Asia,partial
7.72,2.65,Logistics,SME,Asia,pilot
4.55,-5.0,Healthcare,Startup,Asia,pilot
3.19,4.22,Consulting,SME,Asia,pilot
7.28,-2.52,Consulting,Startup,Asia,pilot
13.49,1.69,Technology,SME,Africa,partial
14.95,2.29,Technology,Enterprise,South America,partial
9.39,8.27,Retail,Startup,Europe,partial
12.61,11.3,Technology,Startup,Oceania,partial
6.7,-1.42,Manufacturing,SME,Asia,pilot
16.77,13.91,Agriculture,Enterprise,Oceania,partial
9.67,5.7,Technology,Startup,Asia,partial
7.49,5.56,Healthcare,Enterprise,Europe,pilot
17.71,9.69,Healthcare,SME,Europe,full
8.18,8.48,Technology,SME,North America,pilot
3.46,2.66,Healthcare,Startup,South America,pilot
12.93,1.34,Logistics,Enterprise,Asia,partial
7.1,4.76,Retail,Enterprise,Africa,pilot
12.99,-5.0,Logistics,SME,Asia,partial
7.1,16.36,Logistics,SME,Europe,pilot
10.62,3.3,Healthcare,Startup,Africa,pilot
10.27,5.13,Finance,Startup,Asia,pilot
7.6,-1.13,Manufacturing,SME,Africa,pilot
9.18,1.89,Technology,SME,Africa,partial
3.74,3.03,Finance,Startup,Europe,pilot
11.93,9.5,Education,Startup,Asia,partial
5.98,8.49,Agriculture,SME,Asia,partial
12.69,6.7,Consulting,SME,North America,partial
11.91,1.96,Agriculture,Startup,Oceania,partial
4.16,6.88,Agriculture,SME,Africa,none
6.43,7.86,Education,SME,Europe,pilot
8.55,14.66,Agriculture,SME,Africa,partial
17.25,8.9,Technology,SME,Europe,partial
10.29,-0.12,Healthcare,Enterprise,Europe,partial
7.14,-1.06,Consulting,SME,Oceania,pilot
10.43,10.38,Finance,Startup,Asia,pilot
8.76,5.44,Finance,SME,South America,partial
9.87,4.3,Technology,Enterprise,South America,pilot
5.9,-0.76,Logistics,Enterprise,Africa,pilot
11.94,3.12,Manufacturing,Startup,Asia,partial
13.7,11.45,Technology,SME,Asia,partial
9.1,11.99,Consulting,Startup,Asia,pilot
0.83,0.11,Manufacturing,SME,Africa,pilot
10.66,4.23,Consulting,Startup,Asia,partial
12.21,-3.04,Technology,SME,South America,partial
10.62,8.87,Healthcare,Enterprise,Europe,partial
5.55,21.73,Agriculture,Startup,Asia,pilot
11.82,9.7,Logistics,SME,Asia,partial
2.81,2.77,Manufacturing,Startup,North America,none
7.49,3.1,Logistics,SME,Africa,pilot
12.76,-1.04,Consulting,SME,Africa,partial
10.11,9.3,Finance,Enterprise,Asia,partial
7.61,-0.83,Healthcare,Startup,Europe,pilot
11.84,10.95,Healthcare,SME,North America,pilot
5.62,7.04,Finance,Startup,Europe,pilot
3.34,6.37,Manufacturing,Enterprise,Asia,pilot
8.56,1.87,Education,SME,Africa,partial
6.74,1.18,Finance,SME,Europe,partial
16.73,14.55,Logistics,Startup,Europe,full
9.29,14.54,Manufacturing,Startup,Asia,partial
15.04,5.88,Manufacturing,SME,North America,partial
17.2,9.0,Technology,SME,South America,partial
7.42,-4.77,Agriculture,SME,Asia,pilot
10.95,5.7,Retail,SME,South America,pilot
13.67,15.6,Manufacturing,Enterprise,Asia,partial
4.26,7.11,Logistics,Startup,Oceania,pilot
11.01,10.6,Healthcare,Startup,Asia,partial
10.17,3.92,Retail,Startup,Africa,partial
0.64,2.13,Consulting,SME,Asia,none
9.7,0.42,Finance,Enterprise,Europe,partial
12.88,8.93,Logistics,SME,Asia,partial
10.88,1.24,Retail,Enterprise,Europe,partial
17.09,15.77,Technology,SME,Asia,partial
6.95,6.35,Manufacturing,Startup,Europe,partial
12.64,5.77,Finance,Startup,Oceania,partial
14.12,12.77,Technology,SME,Africa,partial
10.38,11.98,Consulting,SME,Europe,partial
12.39,10.33,Manufacturing,SME,Asia,partial
7.78,4.51,Education,SME,Asia,pilot
6.7,-2.93,Manufacturing,SME,Asia,pilot
5.0,-4.54,Manufacturing,SME,Europe,pilot
9.67,5.62,Education,Enterprise,Asia,partial
11.14,1.64,Consulting,Startup,Asia,partial
8.97,8.0,Agriculture,SME,Europe,pilot
4.68,6.11,Healthcare,Startup,North America,pilot
7.26,9.88,Consulting,SME,Asia,pilot
9.83,1.16,Technology,SME,Europe,pilot
6.75,11.63,Consulting,Enterprise,Africa,pilot
7.09,1.27,Logistics,SME,Asia,partial
8.28,-0.67,Finance,Startup,Europe,pilot
19.12,7.28,Technology,Enterprise,Europe,partial
13.38,11.39,Manufacturing,Enterprise,South America,partial
12.58,0.25,Agriculture,SME,Asia,partial
2.98,7.51,Finance,Enterprise,Europe,pilot
17.61,17.6,Education,Enterprise,Europe,partial
13.63,12.36,Agriculture,Enterprise,Asia,partial
5.72,2.71,Consulting,Startup,Asia,pilot
6.1,6.46,Consulting,SME,North America,pilot
10.61,6.25,Consulting,Enterprise,Europe,partial
5.22,6.71,Finance,Startup,North America,pilot
6.34,7.45,Consulting,SME,Europe,partial
14.58,11.36,Finance,Startup,North America,partial
4.8,-2.57,Agriculture,Startup,Asia,pilot
14.19,0.95,Logistics,Enterprise,Asia,partial
6.02,-5.0,Consulting,SME,Europe,none
10.6,11.42,Technology,Enterprise,South America,pilot
11.75,1.54,Healthcare,Enterprise,Asia,partial
8.88,-0.62,Logistics,SME,South America,partial
10.94,-0.3,Finance,SME,Oceania,partial
18.01,5.77,Finance,Enterprise,Africa,partial
7.0,3.48,Healthcare,SME,Asia,pilot
13.09,11.27,Finance,SME,North America,partial
8.19,7.89,Manufacturing,SME,Asia,partial
5.44,7.15,Finance,Startup,Europe,pilot
9.69,3.23,Agriculture,Startup,Europe,partial
11.77,7.31,Education,Startup,South America,pilot
6.15,2.13,Manufacturing,SME,Asia,pilot
9.82,2.43,Retail,Enterprise,South America,partial
12.67,4.62,Agriculture,Startup,Oceania,partial
6.66,0.81,Healthcare,Startup,Asia,pilot
10.83,11.01,Finance,Startup,Asia,partial
17.07,10.46,Healthcare,Enterprise,Africa,partial
13.74,6.87,Manufacturing,Enterprise,Asia,partial
8.27,5.94,Healthcare,Startup,Asia,pilot
12.08,9.06,Agriculture,Startup,South America,partial
3.12,8.3,Healthcare,Startup,Oceania,pilot
9.95,4.25,Healthcare,Startup,Africa,pilot
1.91,-2.56,Healthcare,Startup,Asia,pilot
12.31,16.28,Healthcare,SME,Africa,partial
13.25,7.24,Technology,Enterprise,Asia,partial
15.11,2.51,Technology,Startup,Europe,partial
16.6,3.68,Manufacturing,SME,Africa,partial
13.6,7.15,Education,Enterprise,Asia,partial
2.14,-5.0,Logistics,Startup,North America,pilot
11.87,8.17,Technology,Startup,Asia,partial
10.75,11.3,Agriculture,SME,Asia,partial
13.95,11.56,Agriculture,Startup,Africa,partial
12.84,11.71,Education,SME,Asia,partial
6.18,6.48,Consulting,Startup,South America,partial
13.97,6.24,Technology,SME,South America,partial
10.54,11.42,Finance,SME,Europe,partial
9.83,0.13,Education,Enterprise,Europe,pilot
2.28,-0.76,Manufacturing,SME,Africa,pilot
12.98,18.06,Finance,Enterprise,Europe,partial
7.7,14.54,Education,Enterprise,Europe,pilot
5.5,1.23,Agriculture,Startup,North America,partial
10.35,9.81,Agriculture,SME,Africa,partial
9.63,2.01,Education,Enterprise,North America,partial
7.34,3.76,Healthcare,SME,Asia,pilot
3.3,4.38,Technology,SME,Europe,pilot
16.38,7.15,Technology,SME,Oceania,partial
4.21,4.71,Manufacturing,SME,Asia,none
4.52,-1.87,Finance,Startup,Europe,pilot
15.98,5.93,Education,Startup,South America,partial
7.08,10.85,Logistics,Startup,Europe,partial
10.7,12.37,Agriculture,SME,Africa,pilot
13.9,10.98,Consulting,Enterprise,Africa,partial
9.34,4.9,Finance,Enterprise,North America,partial
13.86,-2.2,Agriculture,SME,Europe,partial
14.21,5.52,Technology,Startup,Asia,full
7.55,14.5,Consulting,Startup,South America,partial
7.64,4.26,Manufacturing,Startup,Europe,partial
7.9,0.85,Logistics,SME,Africa,pilot
10.66,-5.0,Healthcare,SME,Asia,pilot
7.42,13.87,Manufacturing,Startup,Asia,pilot
12.65,8.75,Education,Enterprise,South America,partial
3.22,4.27,Finance,SME,Asia,pilot
14.38,0.45,Manufacturing,Startup,Europe,partial
8.2,0.82,Consulting,Startup,Asia,pilot
10.68,-2.82,Healthcare,SME,Asia,partial
7.85,3.21,Manufacturing,SME,South America,pilot
7.24,3.72,Technology,SME,Asia,pilot
6.64,2.35,Finance,Startup,South America,partial
11.15,-1.74,Consulting,Startup,South America,partial
6.51,5.22,Manufacturing,Startup,Asia,partial
16.54,2.77,Technology,Startup,Europe,partial
12.53,-5.0,Agriculture,Enterprise,Oceania,partial
3.26,5.91,Finance,Startup,Asia,pilot
6.35,3.62,Agriculture,Startup,Asia,pilot
9.28,5.97,Education,SME,Europe,pilot
12.08,2.69,Finance,SME,Europe,pilot
9.21,5.04,Finance,SME,Asia,pilot
9.96,5.44,Agriculture,Enterprise,North America,pilot
12.5,11.15,Manufacturing,Enterprise,Europe,partial
14.51,7.48,Technology,Enterprise,Asia,partial
9.94,-1.89,Education,Enterprise,Asia,partial
3.67,8.01,Education,Enterprise,Asia,pilot
20.15,10.59,Technology,SME,Europe,partial
5.96,1.7,Healthcare,Startup,South America,partial
8.43,5.5,Finance,SME,Africa,pilot
5.45,9.19,Healthcare,SME,Asia,pilot
5.07,-2.22,Education,Enterprise,South America,pilot
5.17,5.4,Retail,Startup,South America,pilot
4.36,0.62,Logistics,Startup,North America,pilot
3.16,13.13,Retail,SME,Asia,partial
11.77,11.19,Manufacturing,Startup,Asia,partial
9.74,11.74,Healthcare,Startup,Asia,partial
9.94,2.14,Consulting,SME,Asia,pilot
9.54,4.87,Logistics,Startup,Asia,partial
5.41,6.29,Logistics,Startup,Europe,none
11.68,6.59,Healthcare,Startup,Europe,partial
9.46,12.05,Manufacturing,Startup,Europe,partial
19.07,10.19,Education,Enterprise,Asia,partial
1.01,-3.8,Healthcare,SME,Europe,none
6.2,4.78,Retail,Startup,Asia,pilot
5.67,-3.8,Consulting,Startup,Asia,pilot
8.96,12.43,Consulting,Startup,Europe,partial
6.27,8.41,Finance,SME,Oceania,pilot
16.67,1.89,Logistics,SME,Europe,partial
13.92,4.64,Healthcare,SME,Africa,partial
11.09,5.25,Manufacturing,SME,Africa,partial
4.74,4.66,Education,SME,Asia,pilot
5.75,5.31,Agriculture,SME,Asia,pilot
14.7,12.9,Consulting,SME,Asia,partial
10.85,5.32,Retail,Startup,Asia,partial
4.61,3.17,Retail,Startup,Asia,pilot
10.79,13.81,Agriculture,Enterprise,Oceania,partial
4.78,0.42,Logistics,Startup,Oceania,pilot
6.18,5.08,Healthcare,Startup,Asia,pilot
4.71,4.52,Agriculture,Startup,South America,pilot
10.11,3.34,Logistics,SME,Africa,pilot
9.81,10.81,Retail,SME,North America,partial
2.37,-1.34,Manufacturing,Enterprise,Europe,none
4.27,-2.79,Retail,SME,Asia,pilot
14.24,6.63,Technology,Startup,South America,partial
10.0,2.91,Finance,SME,Asia,partial
12.3,5.12,Healthcare,Enterprise,Europe,partial
10.98,14.93,Manufacturing,Startup,North America,pilot
3.49,-2.08,Education,Startup,Africa,none
10.45,2.46,Logistics,SME,Europe,pilot
11.82,9.86,Agriculture,Enterprise,Africa,partial
9.87,4.0,Manufacturing,Enterprise,Asia,partial
4.21,-0.75,Agriculture,Startup,Asia,pilot
5.87,5.36,Manufacturing,Startup,Asia,partial
8.19,1.7,Manufacturing,Enterprise,South America,pilot
13.08,15.63,Agriculture,Enterprise,Europe,pilot
10.49,5.56,Agriculture,Startup,South America,partial
10.33,11.35,Technology,SME,Africa,partial
7.38,-1.83,Agriculture,Startup,South America,pilot
12.49,-1.04,Technology,Startup,Oceania,partial
11.33,1.82,Technology,SME,North America,partial
12.07,0.98,Agriculture,SME,Asia,partial
11.22,6.74,Agriculture,SME,South America,partial
4.01,-5.0,Manufacturing,SME,Asia,pilot
14.95,10.09,Manufacturing,Enterprise,North America,pilot
6.64,0.57,Education,Startup,Oceania,partial
7.68,12.44,Logistics,Startup,Asia,partial
12.89,0.32,Manufacturing,Enterprise,Europe,partial
8.54,19.72,Healthcare,Startup,Asia,pilot
13.43,1.64,Retail,Startup,South America,pilot
11.41,-0.89,Finance,Startup,Europe,pilot
9.39,-5.0,Manufacturing,Startup,North America,partial
4.08,4.32,Agriculture,Startup,Africa,pilot
5.8,3.33,Logistics,SME,South America,pilot
6.67,0.73,Finance,Startup,South America,pilot
11.51,10.92,Logistics,Enterprise,Europe,partial
10.49,1.09,Finance,Enterprise,South America,pilot
6.12,-5.0,Retail,SME,Europe,none
15.0,10.73,Finance,SME,Europe,partial
15.02,4.69,Education,Enterprise,Europe,partial
5.19,12.74,Manufacturing,Startup,South America,pilot
9.06,11.25,Education,SME,Asia,pilot
8.78,5.26,Finance,Startup,Europe,partial
6.93,7.73,Finance,SME,Asia,partial
8.67,-0.72,Agriculture,Startup,Europe,pilot
4.98,-3.09,Manufacturing,Startup,Asia,pilot
6.69,-2.31,Retail,SME,Africa,none
14.21,9.48,Education,Enterprise,Europe,partial
10.59,-4.17,Technology,Startup,Africa,partial
1.78,1.54,Logistics,SME,North America,partial
15.25,3.13,Technology,Enterprise,Europe,partial
6.13,9.49,Finance,Startup,South America,partial
12.43,2.44,Technology,Startup,South America,partial
16.74,12.96,Agriculture,Enterprise,Asia,partial
8.24,0.67,Logistics,Startup,Asia,partial
